t,q,tau
32.86,-1.205948272,182.5429194
32.864,-1.206102881,183.7312018
32.868,-1.206216704,184.8773524
32.872,-1.206288338,185.9734754
32.876,-1.206315705,187.0165648
32.88,-1.206296259,188.0052851
32.884,-1.206227291,188.9458617
32.888,-1.206106291,189.8651099
32.892,-1.205931187,190.7688029
32.896,-1.205700189,191.589958
32.9,-1.205412382,192.3241913
32.904,-1.205067853,192.9952609
32.908,-1.204667303,193.6748253
32.912,-1.204210528,194.3594626
32.916,-1.203691405,197.7394932
32.92,-1.203102745,201.7039911
32.924,-1.202440168,204.8475778
32.928,-1.201702719,206.679021
32.932,-1.200895199,206.0296044
32.936,-1.20003003,203.1394457
32.94,-1.199110097,197.3965799
32.944,-1.198136927,190.5647207
32.948,-1.197123983,187.781901
32.952,-1.196070394,185.9352731
32.956,-1.19496339,184.4308999
32.96,-1.193797173,183.0894311
32.964,-1.192573211,181.8749168
32.968,-1.191296597,180.7489392
32.972,-1.189974613,179.6693422
32.976,-1.188616185,178.5895915
32.98,-1.18723037,177.4851915
32.984,-1.185824036,176.3370661
32.988,-1.184400501,175.1397754
32.992,-1.182959952,173.8996735
32.996,-1.181500845,172.6309112
33,-1.180021273,171.3495686
33.004,-1.178519797,170.06909
33.008,-1.176995808,168.7959991
33.012,-1.175449678,167.5301088
33.016,-1.173882801,166.2713809
33.02,-1.172297436,165.0165435
33.024,-1.170696367,163.7618138
33.028,-1.169082476,162.5050518
33.032,-1.16745835,161.2470812
33.036,-1.165826035,159.9920445
33.04,-1.164186991,158.7469839
33.044,-1.162542177,157.5217098
33.048,-1.160892228,156.3401034
33.052,-1.159237578,155.2127689
33.056,-1.157578494,154.1168199
33.06,-1.155915306,153.081828
33.064,-1.154247482,151.4171418
33.068,-1.152579365,149.8633888
33.072,-1.150915978,148.6841239
33.076,-1.14953299,133.8947167
33.08,-1.14802326,141.3662357
33.084,-1.146129104,141.1187452
33.088,-1.144115408,140.6315849
33.092,-1.14217482,140.0292346
33.096,-1.140324277,138.3251646
33.1,-1.138562459,130.1976921
33.104,-1.136846574,125.3520926
33.108,-1.135089055,123.6134395
33.112,-1.133243497,122.2986585
33.116,-1.131292887,121.2686813
33.12,-1.129222841,120.1761588
33.124,-1.127023035,119.1634178
33.128,-1.1246961,118.1043926
33.132,-1.122261935,116.6765002
33.136,-1.119748022,115.1829702
33.14,-1.117181386,113.7197335
33.144,-1.114582289,112.3507011
33.148,-1.111957507,110.8928811
33.152,-1.109310083,108.7465847
33.156,-1.106635891,106.4711837
33.16,-1.103923249,104.1701704
33.164,-1.101158832,101.8609829
33.168,-1.098330868,99.63499907
33.172,-1.095431486,97.50169439
33.176,-1.092457401,95.44777069
33.18,-1.089409158,93.45275128
33.184,-1.086289892,91.48684521
33.188,-1.083103994,89.51485733
33.192,-1.079855819,87.50197397
33.196,-1.076548609,85.42065202
33.2,-1.073183952,83.25426921
33.204,-1.069762022,80.99653746
33.208,-1.066281977,78.65876515
33.212,-1.062742464,76.25880124
33.216,-1.05914231,73.83145616
33.22,-1.055481045,71.41019132
33.224,-1.051759226,68.97423466
33.228,-1.047978412,66.53397218
33.232,-1.044140724,64.10047588
33.236,-1.04024879,61.82536663
33.24,-1.036304785,59.58345281
33.244,-1.03230987,57.34313036
33.248,-1.028264782,55.10250388
33.252,-1.024170114,52.86587225
33.256,-1.020026051,50.48919227
33.26,-1.015833193,48.09468231
33.264,-1.011592657,45.7145428
33.268,-1.007305781,43.34138517
33.272,-1.002974358,40.96260213
33.276,-0.998600572,38.57161309
33.28,-0.994186975,36.15440463
33.284,-0.989736079,33.69504345
33.288,-0.985250408,31.19627337
33.292,-0.980733218,28.73382757
33.296,-0.97618848,26.34357186
33.3,-0.971619289,23.7243537
33.304,-0.967027128,21.0351614
33.308,-0.962414456,18.30172735
33.312,-0.957784246,15.63404031
33.316,-0.953137355,12.534194
33.32,-0.948476578,9.275498346
33.324,-0.944334936,-22.90107867
33.328,-0.941277799,-25.33842836
33.332,-0.939548764,-25.57872086
33.336,-0.939200085,-24.67689809
33.34,-0.940018812,-33.97622123
33.344,-0.942091908,-33.59949907
33.348,-0.945519092,-38.5102386
33.352,-0.950401943,-43.23320472
33.356,-0.95680217,-45.90155739
33.36,-0.964721251,-42.60653085
33.364,-0.974093151,-34.0027821
33.368,-0.984795171,-24.51902827
33.372,-0.996655493,-14.46433715
33.376,-1.009470094,-6.498192206
33.38,-1.023080708,-7.004701838
33.384,-1.037407541,-10.61656301
33.388,-1.052396281,-16.16652406
33.392,-1.067990377,-17.16239555
33.396,-1.084121718,-15.91856523
33.4,-1.100719266,-14.32711641
33.404,-1.117718442,-12.65222579
33.408,-1.135056233,-11.01968609
33.412,-1.152671727,-9.382839315
33.416,-1.170506838,-7.791153018
33.42,-1.188506755,-6.241140733
33.424,-1.206620988,-4.733460132
33.428,-1.224800921,-3.266895252
33.432,-1.243000098,-1.82133245
33.436,-1.261177545,-0.464448683
33.44,-1.279296149,0.863254972
33.444,-1.297281222,8.925527607
33.448,-1.315017051,15.80905063
33.452,-1.332425248,17.54428093
33.456,-1.34946341,17.70995322
33.46,-1.36601957,18.21611233
33.464,-1.382135485,8.330949921
33.468,-1.39792511,8.215996827
33.472,-1.413428027,8.661460574
33.476,-1.428652017,9.551258668
33.48,-1.443586885,10.75155182
33.484,-1.458212439,12.13232775
33.488,-1.472507796,12.8648279
33.492,-1.486461117,12.75481398
33.496,-1.500066438,12.55962984
33.5,-1.513316815,12.36290702
33.504,-1.526203584,12.19583292
33.508,-1.538716543,12.05047308
33.512,-1.550845053,11.91789889
33.516,-1.562578425,11.78733893
33.52,-1.573906268,11.62329582
33.524,-1.584822256,10.85597245
33.528,-1.595325464,9.92784734
33.532,-1.605416423,8.960141294
33.536,-1.61509555,8.016832387
33.54,-1.624362581,7.113686061
33.544,-1.633216389,6.253383739
33.548,-1.641654968,5.434011349
33.552,-1.649675488,4.652873811
33.556,-1.6572744,3.907193653
33.56,-1.664447538,3.180621581
33.564,-1.671190194,2.474980808
33.568,-1.677497214,1.791418041
33.572,-1.683363108,1.127822982
33.576,-1.688782154,0.482262346
33.58,-1.693748472,-0.146942854
33.584,-1.698256107,-0.7598517
33.588,-1.702299155,-1.357575436
33.592,-1.705871842,-1.941144143
33.596,-1.708968578,-2.511669349
33.6,-1.711584006,-3.07050407
33.604,-1.713713059,-3.619170939
33.608,-1.715351028,-4.159318406
33.612,-1.716493605,-4.691679552
33.616,-1.717136946,-5.217170452
33.62,-1.717277746,-5.736695985
33.624,-1.716913307,-6.250920969
33.628,-1.716041582,-6.760473203
33.632,-1.71464943,-5.115509845
33.636,-1.712711931,-3.706717007
33.64,-1.710210143,-3.087212909
33.644,-1.707135424,-3.347152747
33.648,-1.703490377,-4.524856128
33.652,-1.699289197,-6.613958136
33.656,-1.694557406,-9.568500173
33.66,-1.68932688,-12.50785323
33.664,-1.683618896,-13.22647203
33.668,-1.677441148,-13.72344818
33.672,-1.670800283,-14.12490139
33.676,-1.663703126,-14.50687464
33.68,-1.6561571,-14.88369974
33.684,-1.648170227,-15.25802295
33.688,-1.639751027,-15.63005854
33.692,-1.630908479,-15.99983671
33.696,-1.621652009,-16.36710908
33.7,-1.611991452,-16.73323376
33.704,-1.601937025,-17.09817815
33.708,-1.591499283,-17.46153494
33.712,-1.58068908,-17.82353746
33.716,-1.569517531,-18.18466879
33.72,-1.557995983,-18.54550655
33.724,-1.546135992,-18.90653854
33.728,-1.533949293,-19.26838623
33.732,-1.521447786,-19.63190868
33.736,-1.508643522,-19.99817476
33.74,-1.495548634,-20.36472995
33.744,-1.482175278,-20.73431902
33.748,-1.468535591,-21.10545159
33.752,-1.45464166,-21.48026487
33.756,-1.440505488,-21.85728001
33.76,-1.426135512,-24.17044172
33.764,-1.411534959,-26.47534456
33.768,-1.396706867,-28.03199249
33.772,-1.381657637,-28.78713735
33.776,-1.366403542,-28.5131207
33.78,-1.350974465,-27.31435411
33.784,-1.335408379,-25.1883057
33.788,-1.319747252,-22.18018827
33.792,-1.304030772,-22.1436246
33.796,-1.288292404,-22.26270445
33.8,-1.272562564,-22.46708454
33.804,-1.256870827,-22.67633435
33.808,-1.24124691,-22.88499545
33.812,-1.225721019,-23.09112822
33.816,-1.210323944,-23.29502559
33.82,-1.195087049,-23.49727312
33.824,-1.180042288,-23.69943328
33.828,-1.16522224,-23.9031093
33.832,-1.150660178,-24.11008095
33.836,-1.136390162,-24.32212488
33.84,-1.122447111,-24.54080291
33.844,-1.108866874,-24.7673969
33.848,-1.095686265,-25.00293938
33.852,-1.082943058,-25.2482957
33.856,-1.070675953,-25.50424668
33.86,-1.058924499,-25.7715273
33.864,-1.047729001,-26.0509205
33.868,-1.037130392,-26.34320157
33.872,-1.027170091,-26.64913304
33.876,-1.017889826,-26.96943827
33.88,-1.009331441,-27.30472238
33.884,-1.001536675,-27.65548711
33.888,-0.994546901,-28.0220991
33.892,-0.98840282,-28.40521272
33.896,-0.983144154,-28.80408431
33.9,-0.978809319,-29.21885741
33.904,-0.97543505,-29.64895577
33.908,-0.973056424,-29.37355311
33.912,-0.97170629,-29.1792948
33.916,-0.971414089,-29.24887972
33.92,-0.971601972,-2.608660097
33.924,-0.971540786,-1.377980918
33.928,-0.971130878,-1.111659801
33.932,-0.970907939,-1.087636002
33.936,-0.973955579,-0.853084143
33.94,-0.979526853,-0.493007367
33.944,-0.985557643,-1.150499356
33.948,-0.991175327,-0.939889195
33.952,-0.996393395,-0.477688769
33.956,-1.00134471,0.763035699
33.96,-1.006151826,2.297877282
33.964,-1.010886638,3.946118786
33.968,-1.015557855,5.677275546
33.972,-1.020128692,7.545991503
33.976,-1.024537097,9.471820662
33.98,-1.028824494,11.41922252
33.984,-1.033125987,13.41771424
33.988,-1.037493381,15.41826576
33.992,-1.042032633,17.41857761
33.996,-1.046626112,19.35253247
34,-1.051194351,21.08313102
34.004,-1.055708253,22.70993298
34.008,-1.060168038,24.37666095
34.012,-1.064584587,25.95515544
34.016,-1.068966846,27.48094784
34.02,-1.07331659,28.99453254
34.024,-1.077629361,30.53108322
34.028,-1.081898131,32.12334777
34.032,-1.086116846,33.79992284
34.036,-1.090282233,35.58329745
34.04,-1.094393736,37.48414567
34.044,-1.098452447,39.4474821
34.048,-1.102459586,41.49773372
34.052,-1.106415545,43.68588779
34.056,-1.11031982,46.00309753
34.06,-1.114171269,48.43135701
34.064,-1.117968463,50.94849784
34.068,-1.121710015,53.53098306
34.072,-1.125394742,56.05096829
34.076,-1.1290221,58.50198361
34.08,-1.132592379,60.95231181
34.084,-1.136106337,63.39221161
34.088,-1.139564811,65.80884849
34.092,-1.142968401,68.19872779
34.096,-1.146317201,70.64090178
34.1,-1.149610806,73.16905361
34.104,-1.152848424,75.66642048
34.108,-1.156028965,78.11218461
34.112,-1.159151084,80.54014667
34.116,-1.16221332,82.97402129
34.12,-1.165214514,85.4362038
34.124,-1.16815397,87.96217387
34.128,-1.171031311,90.55569975
34.132,-1.173846738,93.15796463
34.136,-1.176600606,95.72299345
34.14,-1.179293685,98.43065405
34.144,-1.181926596,101.5077945
34.148,-1.184500674,104.6069322
34.152,-1.187017346,107.797069
34.156,-1.189479034,110.9513578
34.16,-1.191888699,114.3554276
34.164,-1.19392351,142.04443
34.168,-1.195858548,120.246194
34.172,-1.198090215,107.5728639
34.176,-1.200531853,100.8129059
34.18,-1.202676952,129.358901
34.184,-1.204562925,131.4894104
34.188,-1.206491167,142.7249988
34.192,-1.208357649,154.3830022
34.196,-1.210030285,162.4661264
34.2,-1.211528091,160.6190947
34.204,-1.212993681,149.2691471
34.208,-1.214575997,136.1066438
34.212,-1.216290284,124.1682985
34.216,-1.217999188,117.5473034
34.22,-1.219597401,119.486656
34.224,-1.220988594,125.7134791
34.228,-1.222016399,137.0885481
34.232,-1.222513666,141.3783751
34.236,-1.222360722,141.790274
34.24,-1.221566339,141.3594239
34.244,-1.22038751,140.4542422
34.248,-1.219166584,139.1774078
34.252,-1.217990334,137.4478217
34.256,-1.216846346,135.190575
34.26,-1.21571341,132.4322136
34.264,-1.214692625,129.8986304
34.268,-1.214046728,127.1599346
34.272,-1.213489014,124.1975926
34.276,-1.212921306,121.1766713
34.28,-1.212341636,118.1836429
34.284,-1.211857256,107.5529829
34.288,-1.211596059,94.08034583
34.292,-1.211331717,91.37209361
34.296,-1.210806233,90.44226416
34.3,-1.210061083,89.61532307
34.304,-1.208971889,102.6773492
34.308,-1.207763046,99.28508519
34.312,-1.20687792,97.13965473
34.316,-1.206161402,95.12842674
34.32,-1.205444885,93.10535869
34.324,-1.204704015,91.26114106
34.328,-1.203976567,90.53066952
34.332,-1.203287561,90.81791004
34.336,-1.202638528,91.15865888
34.34,-1.202020338,91.56328791
34.344,-1.201424012,92.07184741
34.348,-1.200849118,92.6483815
34.352,-1.200304487,93.31472256
34.356,-1.199802982,94.04603552
34.36,-1.19935402,94.91837741
34.364,-1.198953877,96.19679067
34.368,-1.198601271,97.44728402
34.372,-1.198301489,98.70986618
34.376,-1.198053611,99.9711113
34.38,-1.197848701,101.2571204
34.384,-1.197674922,102.6064176
34.388,-1.197522581,104.0666697
34.392,-1.197387472,105.609646
34.396,-1.197270919,107.2412094
34.4,-1.197178015,108.9655343
34.404,-1.197115975,110.7972071
34.408,-1.197092489,112.7101103
34.412,-1.197114309,114.6928296
34.416,-1.197186145,116.7430209
34.42,-1.197310181,118.8249942
34.424,-1.197486595,120.9237421
34.428,-1.197713776,123.064622
34.432,-1.197988216,125.2592573
34.436,-1.198305142,127.511553
34.44,-1.19865956,129.8213747
34.444,-1.199046999,132.1845306
34.448,-1.199463768,134.5883777
34.452,-1.199906462,136.981458
34.456,-1.200372087,139.3732032
34.46,-1.200857451,141.7617649
34.464,-1.201358219,144.1384675
34.468,-1.201868992,146.4283159
34.472,-1.20238733,146.1380113
34.476,-1.202909596,146.5504575
34.48,-1.203430934,147.7908843
34.484,-1.203944839,149.9509641
34.488,-1.204442591,153.0733615
34.492,-1.204916072,157.1394089
34.496,-1.205360829,162.1940005
34.5,-1.205779608,166.3250742
34.504,-1.206182278,168.6610252
34.508,-1.206580456,170.6537123
34.512,-1.206981864,172.4133791
34.516,-1.207385437,173.9812232
34.52,-1.207782292,175.4188465
34.524,-1.208160697,176.7931738
34.528,-1.208510317,178.1345732
34.532,-1.208824265,179.4228476
34.536,-1.209099079,180.6799201
34.54,-1.20933329,181.9154411
34.544,-1.209526233,183.1225697
34.548,-1.209677597,184.3017513
34.552,-1.209786796,185.4374395
34.556,-1.209852562,186.5214516
34.56,-1.209872983,187.5518812
34.564,-1.20984585,188.5274032
34.568,-1.209768844,189.4581568
34.572,-1.209639894,190.3727965
34.576,-1.209457046,191.2298938
34.58,-1.209218779,191.9999741
34.584,-1.20892506,192.7851929
34.588,-1.208575245,193.4720076
34.592,-1.208168842,194.1399056
34.596,-1.207705584,194.8133513
34.6,-1.20717908,198.5560986
34.604,-1.206582227,202.5316108
34.608,-1.205910657,205.6234372
34.612,-1.205163415,207.3734656
34.616,-1.204345391,206.6252692
34.62,-1.203469068,203.632429
34.624,-1.202536755,197.7244623
34.628,-1.201550349,190.7778086
34.632,-1.20052384,187.9624734
34.636,-1.199456211,186.104898
34.64,-1.198334618,184.5986545
34.644,-1.19715346,183.2606963
34.648,-1.195914432,182.0532199
34.652,-1.194622819,180.9359817
34.656,-1.193286137,179.8653368
34.66,-1.191913564,178.7930774
34.664,-1.190514316,177.6954294
34.668,-1.189095192,176.551724
34.672,-1.187659259,175.3569898
34.676,-1.186206383,174.1183872
34.68,-1.184734741,172.8509194
34.684,-1.183242245,171.5714819
34.688,-1.181727378,170.2935986
34.692,-1.180189542,169.024617
34.696,-1.178629171,167.7629103
34.7,-1.177047759,166.5084758
34.704,-1.175447696,165.2578561
34.708,-1.173831884,164.0070122
34.712,-1.172203292,162.7536415
34.716,-1.17056455,161.4986044
34.72,-1.168917711,160.2458893
34.724,-1.167264208,159.0029414
34.728,-1.165604953,157.7798184
34.732,-1.163940544,156.6119714
34.736,-1.162271304,155.4766909
34.74,-1.160597449,154.381599
34.744,-1.158919302,153.3475272
34.748,-1.1572363,151.6461719
34.752,-1.155553015,150.0995812
34.756,-1.153874392,148.9314586
34.76,-1.152475072,134.1629442
34.764,-1.150947805,141.6423476
34.768,-1.149036275,141.3806301
34.772,-1.147007345,140.8879018
34.776,-1.145052665,140.2831352
34.78,-1.143188973,138.359657
34.784,-1.141414825,130.2053552
34.788,-1.13968132,125.5740588
34.792,-1.137900888,123.8213082
34.796,-1.13603137,122.5477176
34.8,-1.13405697,121.5540045
34.804,-1.131963798,120.4319518
34.808,-1.129741463,119.4112767
34.812,-1.127392332,118.3433231
34.816,-1.124936327,116.9041649
34.82,-1.122402425,115.3966694
34.824,-1.119816402,113.9201198
34.828,-1.117195674,112.5053877
34.832,-1.11455024,110.9072604
34.836,-1.111882206,108.8476778
34.84,-1.10918633,106.561134
34.844,-1.106450583,104.2754859
34.848,-1.103661433,101.9753428
34.852,-1.100807273,99.76093485
34.856,-1.097880781,97.63546338
34.86,-1.094879284,95.58401353
34.864,-1.091803738,93.58710282
34.868,-1.088657434,91.61819629
34.872,-1.085444715,89.64527097
34.876,-1.082169759,87.63514347
34.88,-1.078835597,85.5600798
34.884,-1.075443626,83.40181903
34.888,-1.071993899,81.15108049
34.892,-1.068485529,78.8162512
34.896,-1.064917121,76.45180137
34.9,-1.061287467,74.05035848
34.904,-1.057596202,71.60961837
34.908,-1.053844066,69.14675668
34.912,-1.050032779,66.67442067
34.916,-1.04616458,64.23147634
34.92,-1.042242137,61.95479557
34.924,-1.038267464,59.67956836
34.928,-1.034241646,57.41189244
34.932,-1.03016552,55.15093966
34.936,-1.026039721,52.86642602
34.94,-1.021864516,50.46239301
34.944,-1.017640595,48.06487177
34.948,-1.01336893,45.69416364
34.952,-1.009050737,43.3330498
34.956,-1.004687776,40.97053785
34.96,-1.000282185,38.59884457
34.964,-0.995836391,36.19066776
34.968,-0.991352944,33.73642939
34.972,-0.986834718,31.2601554
34.976,-0.982285201,28.81371598
34.98,-0.977708311,26.38203608
34.984,-0.973106277,23.75623717
34.988,-0.968480134,21.06869377
34.992,-0.963832593,18.33351477
34.996,-0.959167197,15.66821392
35,-0.954485647,12.59764805
35.004,-0.950337857,-22.909733
35.008,-0.94727672,-25.35260176
35.012,-0.945537471,-25.51968777
35.016,-0.945168706,-24.58825284
35.02,-0.945954224,-33.78740655
35.024,-0.947982372,-33.41886586
35.028,-0.95135351,-38.19046822
35.032,-0.956169579,-42.90841273
35.036,-0.962493726,-45.60104774
35.04,-0.970329588,-42.79571651
35.044,-0.979613529,-34.22055848
35.048,-0.990224137,-24.75996949
35.052,-1.001991649,-14.71910057
35.056,-1.014715128,-6.746493485
35.06,-1.028237922,-7.162135926
35.064,-1.042478595,-10.64803922
35.068,-1.057381573,-16.09736824
35.072,-1.072889686,-17.06395117
35.076,-1.088934466,-15.82166018
35.08,-1.105444822,-14.24044174
35.084,-1.122356682,-12.59408356
35.088,-1.139608208,-10.95493984
35.092,-1.15713844,-9.321373817
35.096,-1.174889648,-7.738527569
35.1,-1.192807387,-6.193162694
